video,offset,abs_offset,num_segs,conf,mu,sigma,mu_var,sigma_var,abs_mu
284,-127.0,127.0,32.0,46083.088480011334,-115.66922091453807,712.7281026878346,0.006089260233744328,0.004059506833781359,115.66922091453807
887,-126.0,126.0,32.0,134772.9402043488,-129.63201523161496,640.6531687815913,0.002316350705253694,0.0015442337576764195,129.63201523161496
713,-126.0,126.0,32.0,12491.608658268526,-80.15163290481857,695.8531757133269,0.023008802275428085,0.015339201316834973,80.15163290481857
846,-126.0,126.0,32.0,690087.9108989439,-131.41313972151084,597.0788681026752,0.0004853934095759089,0.0003235956365078422,131.41313972151084
826,-126.0,126.0,32.0,38199.208583210464,-143.0031801560693,682.9512522156741,0.00766630202261821,0.005110868282908128,143.0031801560693
1197,-126.0,126.0,32.0,33191.352449420796,-97.02184711153845,683.1109121078231,0.008820918791131015,0.005880612427299187,97.02184711153845
463,-126.0,126.0,32.0,6400.534612670193,-55.519745246583966,753.5129578529661,0.041468948183246396,0.02764596530045776,55.519745246583966
1324,-126.0,126.0,32.0,80286.32845516613,-106.68273624633416,640.8981310777247,0.0038868644262838943,0.0025912431050194524,106.68273624633416
1306,-126.0,126.0,32.0,122890.27963634965,-110.78616700543367,651.1041961603403,0.0024995508076444857,0.0016663673256575983,110.78616700543367
313,-125.0,125.0,32.0,729774.1540838938,-122.05096117483716,610.7071233811843,0.00044875420568317025,0.00029916946376395086,122.05096117483716
511,-124.0,124.0,32.0,182918.9955474491,-123.85593317674235,646.9239265920461,0.0016901216845965725,0.001126747775880462,123.85593317674235
808,-124.0,124.0,32.0,23800.038076268364,-95.64854082173558,705.6833354357761,0.011908100246280409,0.007938733604628686,95.64854082173558
500,-124.0,124.0,32.0,79516.6801990134,-110.7055919430111,675.8442724626211,0.0037215607945885634,0.002481040761319036,110.7055919430111
379,-124.0,124.0,32.0,106759.71409147068,-145.10202154260813,672.2954213690776,0.002786521768127916,0.0018576811950477266,145.10202154260813
1271,-123.0,123.0,32.0,71024.76256474959,-107.35789561762911,599.4503074675786,0.004697502477470179,0.003131668400868599,107.35789561762911
675,-123.0,123.0,32.0,22413.932445955044,-154.6580350594119,632.2372209688493,0.014113407364073117,0.009408938520058795,154.6580350594119
1033,-123.0,123.0,32.0,82488.5511345299,-116.01347046828879,599.9508200515411,0.004041296072990018,0.0026941973316656595,116.01347046828879
1340,-122.0,122.0,32.0,3176478.2757345117,-118.72461465390512,584.0092320262622,0.00010781132751237169,7.187422126240667e-05,118.72461465390512
812,-122.0,122.0,32.0,14724.38465520845,-160.95741356398847,712.0777712822203,0.019075038036337828,0.012716692096538517,160.95741356398847
843,-122.0,122.0,32.0,193621.95095604504,-120.12293370348313,670.8601212152532,0.0015397259437790033,0.0010264839922308636,120.12293370348313
1017,-122.0,122.0,32.0,24230.138052816408,-87.55988409305237,645.5463920471683,0.012786351787708948,0.008524234382693782,87.55988409305237
1036,-122.0,122.0,32.0,65981.76708410922,-134.46426592964045,719.106753933656,0.004215146618159937,0.0028100979272270834,134.46426592964045
431,-121.0,121.0,32.0,20804.69905322136,-91.97772173081111,603.5419067621604,0.015927995602113162,0.010618663849426427,91.97772173081111
934,-121.0,121.0,32.0,41577.23124369717,-111.91791005702777,715.1649845452822,0.006726175395942536,0.00448411728567194,111.91791005702777
1319,-121.0,121.0,32.0,13489.37685575521,-79.57485582124723,720.4323673722891,0.020579977300401963,0.013719986275022978,79.57485582124723
985,-120.0,120.0,32.0,46280.98530096202,-142.85673686536177,677.6166870774359,0.0063773948526669975,0.0042515967409693985,142.85673686536177
1140,-120.0,120.0,32.0,9015.150502856079,-73.50777494247271,670.7039177882589,0.03307700440134327,0.02205133770315946,73.50777494247271
876,-120.0,120.0,32.0,128747.13901349506,-106.89339343976283,616.0185087493205,0.0025217303626587652,0.001681153669408771,106.89339343976283
1039,-120.0,120.0,32.0,21078.82864348894,-94.08130813157285,714.8664658973404,0.013272679191279635,0.008848452949072492,94.08130813157285
461,-120.0,120.0,32.0,45973.71856178877,-98.17047495266634,638.4885036435521,0.006813453257283382,0.004542302031305428,98.17047495266634
911,-119.0,119.0,32.0,162679.2249552974,-108.9579573988804,584.8787558072454,0.0021019968166392042,0.0014013313227131386,108.9579573988804
520,-119.0,119.0,32.0,189118.07322441897,-130.60283924685632,620.938867595807,0.001703131242633838,0.0011354208323335754,130.60283924685632
664,-119.0,119.0,32.0,14582.08115614276,-64.7396090546474,653.8597022932914,0.020976156390967574,0.013984104771985383,64.7396090546474
422,-119.0,119.0,32.0,16675.150907185547,-84.01639130044249,650.2874616373272,0.018443988485772677,0.012295993089533799,84.01639130044249
732,-118.0,118.0,32.0,5514.364012370509,-93.64982132143435,719.168590785093,0.05043172842826041,0.03362115325524008,93.64982132143435
731,-118.0,118.0,32.0,23808.575799967155,-86.85065179191929,641.2069318026689,0.013100816685609726,0.008733878197200626,86.85065179191929
182,-118.0,118.0,32.0,42535.24003369271,-128.45799961423984,663.4098332004417,0.00708760006221885,0.004725066939021608,128.45799961423984
82,-117.0,117.0,32.0,499506.27380636486,-112.47203597571645,568.9009011514545,0.0007038051276679419,0.0004692034113777432,112.47203597571645
59,-116.0,116.0,32.0,16598.258913080193,-154.8565724402547,680.96099070239,0.01769478243231953,0.011796522163023059,154.8565724402547
608,-116.0,116.0,32.0,195547.93731788773,-119.69582752521134,642.7677547993409,0.0015911923224585895,0.001060794853215528,119.69582752521134
1028,-116.0,116.0,32.0,819034.9168311444,-113.9084668938558,651.7828439372598,0.00037464906572177065,0.0002497660536849504,113.9084668938558
24,-116.0,116.0,32.0,16230.290047177214,-157.10831023197653,672.6762297556745,0.018318825817915597,0.012212551625866618,157.10831023197653
194,-116.0,116.0,32.0,25116.72660258164,-92.22823037863209,691.300536570086,0.011518609717058927,0.007679072573223099,92.22823037863209
12,-115.0,115.0,32.0,229848.9665707046,-126.92540070724553,635.1307786328185,0.0013700117152769201,0.0009133411426083505,126.92540070724553
450,-115.0,115.0,32.0,259620.37783601737,-109.65987209643733,619.7553535884076,0.0012429994344526933,0.0008286663180155344,109.65987209643733
347,-115.0,115.0,32.0,93445.64809854208,-125.82261974610839,596.8745812130475,0.003585814598666434,0.002390543244006871,125.82261974610839
1215,-114.0,114.0,32.0,1163920.0799318925,-111.27316020654081,593.2774662589262,0.0002896336261698967,0.00019308909322150893,111.27316020654081
96,-114.0,114.0,32.0,22133.996831466888,-78.23082410663221,632.4745061572858,0.014286542175251878,0.00952436235038335,78.23082410663221
420,-114.0,114.0,32.0,124696.02754929691,-94.17104251365403,644.25021358696,0.002489561195776934,0.0016597075028101048,94.17104251365403
881,-114.0,114.0,32.0,26003.60500893411,-83.48668370946395,671.5632655838301,0.011452742673163731,0.0076351622603414585,83.48668370946395
275,-113.0,113.0,32.0,7305.025257547263,-59.05229799709497,725.4880199720486,0.03773792599580297,0.025158620858563758,59.05229799709497
234,-113.0,113.0,32.0,76350.65977878241,-96.92774490792692,686.2533986590568,0.0038170925760308934,0.002544728439485077,96.92774490792692
533,-113.0,113.0,32.0,127981.70554372174,-101.37774828173886,584.2782101820361,0.002674621996318205,0.001783081333579626,101.37774828173886
120,-112.0,112.0,32.0,54056.549186903714,-136.42591300910442,626.4186422991987,0.0059063204161038645,0.003937546892258926,136.42591300910442
674,-112.0,112.0,32.0,273924.7034233178,-108.73844385795775,588.5927155184173,0.001240463279269213,0.0008269755825849361,108.73844385795775
630,-112.0,112.0,32.0,185846.0432952456,-108.6584200928276,635.6965351289705,0.0016928825643739267,0.001128588424316155,108.6584200928276
297,-112.0,112.0,32.0,9299.1056345344,-147.89392630124038,735.6459734830383,0.029236134573380368,0.019490757877489173,147.89392630124038
957,-112.0,112.0,32.0,97448.36159936011,-113.44461650849905,615.8914938835034,0.003332354898288772,0.002221570005710013,113.44461650849905
277,-112.0,112.0,32.0,99971.48373250531,-118.97088188766102,685.6053814273258,0.002917962055471187,0.0019453080871006366,118.97088188766102
1263,-112.0,112.0,32.0,63055.1002296643,-113.03915288844719,686.558447523904,0.004619896649301546,0.0030799312498744707,113.03915288844719
523,-112.0,112.0,32.0,5013.8595498598825,-43.93688570791953,746.5200998016766,0.05343383266110532,0.03562255394048741,43.93688570791953
337,-111.0,111.0,32.0,5614.741207419584,-67.59181694513906,660.2137943358861,0.05395300740930254,0.035968673324048656,67.59181694513906
489,-111.0,111.0,32.0,33494.350896006115,-145.1534446795056,664.9400954814043,0.008979991145358569,0.00598666079699242,145.1534446795056
656,-111.0,111.0,32.0,46378.91606439115,-85.82249341666737,706.8921758746756,0.006100370700068936,0.004066914026801254,85.82249341666737
197,-111.0,111.0,32.0,174469.5214361237,-125.87364027839088,636.9154267166982,0.0017998182772963826,0.001199878880505975,125.87364027839088
261,-111.0,111.0,32.0,39401.14286289754,-140.65818197890457,684.6183574511715,0.0074143423690184685,0.004942894854160223,140.65818197890457
1333,-111.0,111.0,32.0,32507.65515037844,-90.74282191064576,619.8487503767127,0.009925642336966464,0.00661709558849506,90.74282191064576
1294,-110.0,110.0,32.0,298153.884890713,-101.88117984917561,621.2916010132317,0.0010796774741485674,0.0007197849978886607,101.88117984917561
865,-110.0,110.0,32.0,29597.541022204437,-84.06644441942223,661.2531916704195,0.010218957271501636,0.006812639262013001,84.06644441942223
1334,-110.0,110.0,32.0,176461.6467959531,-98.63692238598752,588.018461308706,0.0019274747898747622,0.001284983263037758,98.63692238598752
596,-110.0,110.0,32.0,163991.120417501,-112.38610302896181,633.5505253234317,0.0019249896874346077,0.0012833265729182612,112.38610302896181
958,-110.0,110.0,32.0,35753.8657435002,-129.5233260503775,662.8014445847568,0.008439632664374938,0.005626422005471237,129.5233260503775
52,-109.0,109.0,32.0,156499.14087103977,-110.05480464547462,650.373105443256,0.001964967918299532,0.0013099786199888264,110.05480464547462
1283,-108.0,108.0,32.0,18404.056287009487,-76.99453076574763,605.0414113697258,0.017961034305277394,0.011974023184357812,76.99453076574763
11,-108.0,108.0,32.0,52806.86968685046,-97.11281792796196,624.7181739183867,0.006062551367792756,0.004041701044255591,97.11281792796196
1312,-108.0,108.0,32.0,131217.11042067545,-90.94839013911526,656.7896184340408,0.00232066924325602,0.0015471128370193913,90.94839013911526
178,-107.0,107.0,32.0,45838.95032078438,-100.70631189047586,688.3471483443169,0.0063385192563350816,0.004225679733055366,100.70631189047586
1103,-107.0,107.0,32.0,3987.410834166421,-3.978536845105218,733.8224057654917,0.06835149896583044,0.045567647880395024,3.978536845105218
1073,-107.0,107.0,32.0,19526.29995346399,-71.92851981030341,618.220072841969,0.016567879882686366,0.011045253269756255,71.92851981030341
155,-107.0,107.0,32.0,610873.2672265645,-106.87811708752773,610.9463222336811,0.0005358902070390885,0.0003572601631949269,106.87811708752773
518,-107.0,107.0,32.0,38268.37862205951,-82.49754634573956,637.4022483941831,0.008199291797484987,0.005466194625443004,82.49754634573956
496,-107.0,107.0,32.0,3473.6936385690256,-15.522181251734686,746.4529593148549,0.07713225674761294,0.0514215026875205,15.522181251734686
1105,-106.0,106.0,32.0,30994.54983062387,-85.1077262204256,693.7498268299237,0.009301259796469431,0.00620084019386276,85.1077262204256
144,-106.0,106.0,32.0,305932.5914403746,-111.7939161778635,665.2384044628059,0.0009827135333548378,0.0006551423574861242,111.7939161778635
1161,-106.0,106.0,32.0,10575.197404900155,-49.30572446486911,680.3661377555758,0.02779705729793888,0.018531372366810947,49.30572446486911
1188,-106.0,106.0,32.0,129058.14139123347,-124.49439708492875,689.5562281726525,0.0022473716799019617,0.0014982477605214471,124.49439708492875
1315,-106.0,106.0,32.0,51899.469382474,-119.26201857054077,647.9046244883889,0.005947795092366206,0.003965196770929773,119.26201857054077
270,-106.0,106.0,32.0,77695.41728075409,-119.79381801607126,659.8856662912067,0.0039009097003276563,0.002600606585202504,119.79381801607126
429,-106.0,106.0,32.0,28619.229562635297,-142.45326159786634,676.3497631630881,0.010332388208524125,0.006888258733649843,142.45326159786634
476,-105.0,105.0,32.0,335132.6521766998,-101.81321950457563,659.1282530741942,0.0009054059087815776,0.0006036039260074379,101.81321950457563
728,-105.0,105.0,32.0,22840.32245917062,-65.28211545539622,648.5337473900769,0.013501909246483488,0.009001272634483512,65.28211545539622
782,-105.0,105.0,32.0,29412.85461008595,-72.50562402186628,677.3652487668612,0.010038525058473921,0.006692350415224684,72.50562402186628
1144,-105.0,105.0,32.0,57061.776040956145,-86.18127926563169,630.6347808013224,0.005557849615767183,0.003705232834973195,86.18127926563169
1162,-105.0,105.0,32.0,76595.17639146803,-91.51317660087757,677.7134868656044,0.0038528530633729027,0.0025685686933098755,91.51317660087757
151,-105.0,105.0,32.0,483347.1353154178,-97.15354765064173,635.0314681100592,0.0006515917845988142,0.0004343945512480419,97.15354765064173
798,-104.0,104.0,32.0,114774.89950358805,-91.48842386949516,627.9459621784249,0.0027749860376573695,0.001849990759764653,91.48842386949516
836,-104.0,104.0,32.0,14637.811192474324,-55.54975151273639,668.933522962271,0.020425415218280032,0.0136169443591404,55.54975151273639
1080,-104.0,104.0,32.0,97192.35897976535,-100.4366242527338,645.9902305829255,0.003185458286682885,0.0021236390907907027,100.4366242527338
1172,-104.0,104.0,32.0,13046.242891782354,-60.11830818960996,665.1210869906076,0.02304856114872252,0.015365708899834516,60.11830818960996
472,-104.0,104.0,32.0,336715.24524794426,-105.11401709816884,672.1955602855961,0.0008836322863403769,0.0005890882203470226,105.11401709816884
1350,-104.0,104.0,32.0,25258.462632306604,-70.04388765807543,600.380438741014,0.013188534759785596,0.008792357161413248,70.04388765807543
956,-103.0,103.0,32.0,16284.169187878053,-57.26138730548362,716.5195728299743,0.017141006966480198,0.01142733861973646,57.26138730548362
1034,-103.0,103.0,32.0,34478.19523253942,-127.45618435254868,694.0820128473152,0.008357467210080509,0.005571644868182568,127.45618435254868
199,-103.0,103.0,32.0,162364.27901154835,-96.53370918392417,710.6534443449134,0.0017333315496938463,0.0011555543194749368,96.53370918392417
965,-103.0,103.0,32.0,34242.52992225752,-124.32149645429149,658.6373221658606,0.008867839313615991,0.005911893080882498,124.32149645429149
663,-103.0,103.0,32.0,183227.58439047766,-91.0242941590402,580.4408122685169,0.0018805340370874487,0.0012536893348426839,91.0242941590402
1058,-103.0,103.0,32.0,28651.776894630053,-77.4244343351769,718.4108208487188,0.00971640412691114,0.006477602074165385,77.4244343351769
999,-103.0,103.0,32.0,9410.046665997954,-72.30468187137893,635.7375258856282,0.033431847035502844,0.02228789736066436,72.30468187137893
367,-102.0,102.0,32.0,61808.22185030577,-128.32701679590903,690.1086434220092,0.004688849348262007,0.003125899771426821,128.32701679590903
785,-102.0,102.0,32.0,86871.44407901232,-113.77622271383441,682.3456728721383,0.0033740266839498933,0.002249351237224258,113.77622271383441
615,-102.0,102.0,32.0,456464.2345080111,-94.30546582184219,661.2744364263199,0.0006625848580949433,0.00044172325348434754,94.30546582184219
413,-102.0,102.0,32.0,167434.70624176305,-114.16662740712069,642.8945733666366,0.001857995899598034,0.0012386639957590827,114.16662740712069
1097,-101.0,101.0,32.0,235718.35668081767,-89.71071044899367,610.8831954955689,0.001388923776280033,0.0009259492014731214,89.71071044899367
993,-101.0,101.0,32.0,13867.14142289718,-53.24814916986632,678.042170519505,0.02127092349249772,0.01418061553550592,53.24814916986632
708,-101.0,101.0,32.0,214698.05037647483,-103.60744802748336,643.9058805938445,0.0014467034047298708,0.0009644690402989893,103.60744802748336
727,-101.0,101.0,32.0,32548.310193545287,-123.02261460394844,604.58741932291,0.010163480155982329,0.006775653615548764,123.02261460394844
1357,-100.0,100.0,32.0,217051.61938471085,-90.8380092624617,617.1280860538711,0.0014931094813900835,0.0009954063082610518,90.8380092624617
430,-100.0,100.0,32.0,98713.50073654122,-88.99655110924962,628.7446576867967,0.003222397662690848,0.00214826510926042,88.99655110924962
240,-100.0,100.0,32.0,28231.195793872925,-85.75189264657558,702.9777707883321,0.010077646713010516,0.006718431741852356,85.75189264657558
1233,-100.0,100.0,32.0,79467.16818073671,-118.20036590102922,623.2330479575485,0.004038236817593062,0.002692157839320761,118.20036590102922
1010,-99.0,99.0,32.0,37625.54475605004,-128.06683000514286,677.6065112724939,0.007844578775659385,0.005229719360561718,128.06683000514286
1001,-99.0,99.0,32.0,52300.21067727193,-94.09085643806738,712.5732942214692,0.0053665726808635374,0.0035777151423180037,94.09085643806738
1124,-99.0,99.0,32.0,10007.00626402937,-43.95108046750747,729.9148242144648,0.02738127329325545,0.018254182710056275,43.95108046750747
1341,-99.0,99.0,32.0,53629.488430673875,-89.09249023083889,700.9190964747977,0.005320573523235627,0.0035470492615786117,89.09249023083889
853,-99.0,99.0,32.0,105026.86450361105,-91.81617274453545,717.4959547289088,0.0026540563454495055,0.0017693708987632612,91.81617274453545
228,-99.0,99.0,32.0,81961.81203045374,-84.29935865624988,573.9727844755789,0.004251352775030839,0.002834235340306716,84.29935865624988
672,-98.0,98.0,32.0,256341.677185645,-89.2776028190451,655.6874277368809,0.0011899094611373883,0.0007932729865866825,89.2776028190451
1109,-97.0,97.0,32.0,13148.014485177531,-64.7371768303024,712.7436868254837,0.021342065212006926,0.01422804573204784,64.7371768303024
377,-97.0,97.0,32.0,22057.09747402002,-68.96022603223072,626.9784607268793,0.014462021803419477,0.009641348350981474,68.96022603223072
331,-97.0,97.0,32.0,25285.5620032466,-113.74266112901958,620.1130483834845,0.012755177747089043,0.008503451987501503,113.74266112901958
492,-97.0,97.0,32.0,386055.7243481765,-97.54835787859001,608.9396554851279,0.0008507574130956431,0.0005671716429986816,97.54835787859001
950,-96.0,96.0,32.0,293705.8190782826,-95.6673435559668,696.0089398523696,0.0009783688719781267,0.0006522458872732317,95.6673435559668
983,-96.0,96.0,32.0,31009.046083269903,-70.4358580220037,603.8073750053968,0.010681768855143608,0.0071211795892949905,70.4358580220037
503,-96.0,96.0,32.0,14179.34763627079,-51.634221038553974,686.6203825942755,0.020542677769631167,0.013695119105444851,51.634221038553974
1330,-96.0,96.0,32.0,72807.1619937724,-114.7989842854006,650.9977723537467,0.00421964961851122,0.002813099919644541,114.7989842854006
774,-96.0,96.0,32.0,21053.272454078582,-63.816433051555606,675.2047075087735,0.014069378824312893,0.009379587212001746,63.816433051555606
654,-96.0,96.0,32.0,11251.974168879005,-155.91242136310265,688.1783344794968,0.025828564719773284,0.017219043846461182,155.91242136310265
404,-94.0,94.0,32.0,4855943.785675031,-95.75025000707883,598.6732316465465,6.879652548313096e-05,4.5864347226342934e-05,95.75025000707883
352,-94.0,94.0,32.0,11141.769445447773,-59.53576906042516,678.6426483471697,0.0264505483221523,0.017633698380386892,59.53576906042516
1314,-94.0,94.0,32.0,121477.00960904833,-79.48516841414516,616.1189546484151,0.0026722146055374904,0.0017814764515865415,79.48516841414516
907,-93.0,93.0,32.0,11688.386046157986,-44.37407235236238,707.5449610771877,0.02418362534804619,0.016122415331222113,44.37407235236238
285,-93.0,93.0,32.0,183398.62748423446,-84.14612652989669,689.6348511764472,0.001581301612287306,0.001054201026003395,84.14612652989669
512,-93.0,93.0,32.0,22919.48932541818,-61.610867163667315,668.7371679782575,0.013048770629779141,0.008699181346612392,61.610867163667315
976,-93.0,93.0,32.0,22079.091570652257,-67.80625525366806,603.5404937198406,0.015008675959383945,0.010005784998399946,67.80625525366806
174,-93.0,93.0,32.0,36926.220882329675,-80.56940535308371,730.2422854964288,0.007416997879087442,0.004944664973859735,80.56940535308371
949,-92.0,92.0,32.0,318808.12301328185,-95.56815928550199,619.7134129407424,0.0010123011290871814,0.0006748673800976215,95.56815928550199
1151,-92.0,92.0,32.0,28596.867603560837,-57.17134595807237,669.0512351639514,0.010453269665872655,0.006968846521089083,57.17134595807237
447,-92.0,92.0,32.0,904703.4881047946,-92.40440307029263,637.0320091044665,0.0003470263688109327,0.00023135092507060347,92.40440307029263
282,-92.0,92.0,32.0,12974.20227320937,-115.3895357650937,741.5624496568238,0.020787468339429526,0.013858311791268172,115.3895357650937
840,-92.0,92.0,32.0,67797.67972831048,-82.1888783970743,670.8453032933612,0.004397367689799661,0.0029315786287827513,82.1888783970743
1274,-91.0,91.0,32.0,120586.7821280957,-105.98099375991136,621.1155939010156,0.002670286478601489,0.0017801910204224471,105.98099375991136
45,-91.0,91.0,32.0,2429163.887689486,-86.99263686685528,626.348387786375,0.00013144897851204932,8.763265675283306e-05,86.99263686685528
756,-91.0,91.0,32.0,230751.6518537189,-82.4307563008735,648.107852541756,0.0013373278643217885,0.0008915519212884121,82.4307563008735
524,-91.0,91.0,32.0,1556333.800589297,-89.97365824385274,622.7567502809009,0.00020635205695392162,0.0001375680513101103,89.97365824385274
810,-91.0,91.0,32.0,228691.97892451184,-98.2794569711176,616.8084970313225,0.0014178448670041654,0.0009452299622878325,98.2794569711176
376,-90.0,90.0,32.0,33851.407913746174,-77.78329539917965,683.4822321221961,0.008644224360291358,0.005762816176405451,77.78329539917965
1221,-90.0,90.0,32.0,455384.9300308794,-95.98124130431377,673.2365043711804,0.000652354533483766,0.00043490302862805933,95.98124130431377
726,-89.0,89.0,32.0,14363.493053000948,-129.1697910275544,639.4014074492651,0.02177691415255302,0.014517943676786813,129.1697910275544
1082,-89.0,89.0,32.0,49328.73160792199,-105.73053906020641,663.8399527853297,0.006107544788855287,0.004071696608455487,105.73053906020641
1183,-89.0,89.0,32.0,48071.139931021426,-63.76147800743967,644.1680890279486,0.006458718671592917,0.004305812580788541,63.76147800743967
646,-89.0,89.0,32.0,17667.84842892103,-53.8233450638331,631.6796420101869,0.0179204722529702,0.01194698072395877,53.8233450638331
172,-89.0,89.0,32.0,119758.71082856716,-103.5618078898727,664.4976801377773,0.0025132136757329763,0.0016754758134517687,103.5618078898727
243,-88.0,88.0,32.0,113263.82778735718,-78.14439663485217,648.6656603864226,0.0027221863598144032,0.0018147908655696662,78.14439663485217
1193,-88.0,88.0,32.0,46104.290622167406,-61.31209884241456,630.8682494579458,0.006876223445816886,0.004584148889520546,61.31209884241456
1354,-88.0,88.0,32.0,16092.059057397892,-51.58946160164023,637.8135399026294,0.019486087278726857,0.012990725320048012,51.58946160164023
1048,-88.0,88.0,32.0,55161.02967555838,-63.4017729804408,634.648222968999,0.005713004457024148,0.0038086694608561117,63.4017729804408
1182,-87.0,87.0,32.0,192286.04371227455,-104.44318019558526,662.2209319578355,0.00157064967081295,0.0010470998497790608,104.44318019558526
555,-87.0,87.0,32.0,5727.311589400864,-34.85712063907973,751.5920110635903,0.04646190680043432,0.030974599544665277,34.85712063907973
298,-87.0,87.0,32.0,19650.23577952444,-125.71015073730021,657.9826899297209,0.015468484321524775,0.01031232372623731,125.71015073730021
181,-87.0,87.0,32.0,926370.7557991612,-82.54297549705822,570.6226541228542,0.0003783521007378454,0.00025223473744326227,82.54297549705822
74,-87.0,87.0,32.0,40844.7967833986,-74.09524299718016,695.5565187630175,0.007039808263496491,0.004693205335742603,74.09524299718016
75,-87.0,87.0,32.0,19271.731425446407,-86.88309653765442,733.9506065801685,0.014139772672787092,0.009426515552813524,86.88309653765442
453,-87.0,87.0,32.0,97591.19239538953,-67.9897954149953,631.3847279057215,0.0032458264760070153,0.0021638842063607757,67.9897954149953
1029,-86.0,86.0,32.0,1007908.0826357177,-88.19935178553975,631.8424958383594,0.0003140510399336923,0.0002093673599852748,88.19935178553975
501,-86.0,86.0,32.0,3717261.9377908097,-85.43171215838524,614.6419185483217,8.753558833566981e-05,5.8357057837397907e-05,85.43171215838524
766,-86.0,86.0,32.0,64631.17875682092,-103.50677025819121,712.8321545093993,0.004341108466810062,0.0028940725808855967,103.50677025819121
1261,-86.0,86.0,32.0,56205.517599639745,-86.86825899577133,644.3274316592423,0.005522610606063785,0.0036817402630634254,86.86825899577133
509,-86.0,86.0,32.0,30953.06953641618,-114.76743676369587,689.3396102026255,0.009373311241793525,0.006248874315931829,114.76743676369587
514,-85.0,85.0,32.0,30538.139528136948,-67.91830988951048,655.5765445530869,0.009989966083592062,0.006659976537876913,67.91830988951048
1059,-85.0,85.0,32.0,56331.63104382318,-64.41354885175112,654.4866961367688,0.005424714001957067,0.003616476285570251,64.41354885175112
978,-84.0,84.0,32.0,88077.05453439034,-69.30724096467671,671.3857633786431,0.0033821672915806083,0.002254778262906466,69.30724096467671
1368,-84.0,84.0,32.0,495763.79612595757,-79.67872865943615,649.5876004935744,0.0006210369791758505,0.0004140246630898974,79.67872865943615
70,-84.0,84.0,32.0,8040.650144797503,-35.00246588603798,679.3611919647016,0.03661323433036421,0.024408824306130707,35.00246588603798
554,-84.0,84.0,32.0,44450.972195599665,-90.23069192984009,663.6888416528208,0.006779290052625762,0.004519526913867657,90.23069192984009
1069,-83.0,83.0,32.0,21824.95051389308,-47.64842601405305,650.2650123047721,0.014092444746262563,0.009394963962715623,47.64842601405305
214,-83.0,83.0,32.0,71618.36314246435,-81.96307960250263,653.2161095550682,0.004275124020743728,0.002850082759717803,81.96307960250263
132,-83.0,83.0,32.0,44464.333768147575,-100.64764272355542,590.3773857223215,0.007618833674093439,0.005079222683452621,100.64764272355542
590,-83.0,83.0,32.0,23540.93755407295,-108.13115441009823,633.3802271658601,0.013413488427284898,0.008942326412499223,108.13115441009823
1199,-83.0,83.0,32.0,349695.01013442595,-76.4529468457493,680.1400496895229,0.0008408958546299128,0.0005605973045131248,76.4529468457493
558,-83.0,83.0,32.0,19570.828014270883,-46.6670970516041,634.5765684259195,0.016104111298364972,0.010736074894045981,46.6670970516041
729,-83.0,83.0,32.0,16966.16639969992,-115.90902127211808,601.6161792090568,0.01959416524730105,0.01306277802128916,115.90902127211808
387,-82.0,82.0,32.0,132047.12100200294,-83.13578648242218,573.643513616377,0.0026403346286189254,0.0017602231706951433,83.13578648242218
931,-81.0,81.0,32.0,30181.904311184837,-111.53011965875608,697.7020221116765,0.009497589091316361,0.006331726256778193,111.53011965875608
38,-81.0,81.0,32.0,15909.504137259926,-45.301822378716906,650.0646463688439,0.01933823369036328,0.012892154504230858,45.301822378716906
448,-81.0,81.0,32.0,3492.8244463919955,24.50128138849828,689.2704011139324,0.08307371043250132,0.0553824757178956,24.50128138849828
348,-81.0,81.0,32.0,101197.39677852234,-91.93821508630934,664.2865902187863,0.0029751246712019157,0.0019834165360968375,91.93821508630934
1265,-80.0,80.0,32.0,69771.04920912441,-63.39622263105652,664.3791808414318,0.004314581996310396,0.0028763879937452777,63.39622263105652
565,-80.0,80.0,32.0,18086.854173984124,-78.2059876952749,764.5451834583731,0.014463180357290275,0.009642121831935519,78.2059876952749
459,-80.0,80.0,32.0,47474.94965480563,-98.85542669149028,654.1198515825063,0.006440330478401702,0.004293553856423002,98.85542669149028
633,-80.0,80.0,32.0,62944.09039326107,-108.60842593895882,692.8949632020799,0.004585721011597362,0.0030571475219538947,108.60842593895882
1273,-79.0,79.0,32.0,218244.44130717352,-88.08459442416796,585.0853944159815,0.0015662733112206879,0.0010441822297431395,88.08459442416796
1098,-79.0,79.0,32.0,183456.72277098123,-70.883864706388,629.0831288613748,0.0017329591536841941,0.0011553061308762868,70.883864706388
278,-79.0,79.0,32.0,42041.26738013448,-105.03893014636273,607.9996529386092,0.007824396758025995,0.0052162644542361235,105.03893014636273
260,-79.0,79.0,32.0,237054.18549776738,-70.6332271446511,604.5882012435187,0.0013954770561659725,0.000930318118861784,70.6332271446511
351,-79.0,79.0,32.0,14549.253643844686,-51.16748420944662,718.1676868351906,0.01914094696065942,0.012760631894976341,51.16748420944662
779,-78.0,78.0,32.0,37709.66687859443,-55.38140198755084,719.024510054798,0.007376215644821691,0.004917477605321174,55.38140198755084
1311,-78.0,78.0,32.0,42732.10640218575,-88.92514405932972,630.6997911004072,0.007420838966212607,0.004947226241525089,88.92514405932972
266,-78.0,78.0,32.0,144013.9247828352,-68.7901064814997,628.9434370148261,0.0022080755036994063,0.0014720504755990822,68.7901064814997
