video,offset,abs_offset,num_segs,conf,mu,sigma,mu_var,sigma_var,abs_mu
259,-167.0,167.0,32.0,23716.183019132335,-125.64230828681237,716.4358420932446,0.011770851961699098,0.007847234877994613,125.64230828681237
1260,-166.0,166.0,32.0,5295.225087951145,-103.16549950620599,782.0976704503815,0.0482930436671605,0.032195363988964394,103.16549950620599
1211,-166.0,166.0,32.0,53008.84422008972,-160.17565577549917,678.0784311413779,0.005564187166993029,0.003709458082639293,160.17565577549917
1251,-166.0,166.0,32.0,34804.485268497105,-145.20913505851297,685.9249730174726,0.008377571933162735,0.00558504823834639,145.20913505851297
27,-166.0,166.0,32.0,32015.091627783066,-141.2512164389791,682.2602809795161,0.009156408455940433,0.006104272616552001,141.2512164389791
86,-166.0,166.0,32.0,15246.782471626688,-131.79550529336157,709.4801077452694,0.018488921058678175,0.012325948173674961,131.79550529336157
287,-165.0,165.0,32.0,149396.38558880397,-162.3305192166677,602.7019417983786,0.0022211982080889907,0.0014807988589688283,162.3305192166677
882,-165.0,165.0,32.0,12273.968545772137,-113.42577809241402,697.414030838196,0.023364382594220648,0.015576256086719122,113.42577809241402
964,-165.0,165.0,32.0,14894.694722178401,-125.4383016395748,617.2911362080675,0.021752458476948695,0.014501639504782502,125.4383016395748
1091,-163.0,163.0,32.0,46000.09193235868,-133.77588081923676,652.2552911871595,0.006665821583143679,0.004443881167094348,133.77588081923676
343,-163.0,163.0,32.0,10409.568397742742,-102.15459942601304,715.5857308299132,0.026849462787130556,0.0178996414050905,102.15459942601304
806,-163.0,163.0,32.0,90178.33397949624,-155.1511887963908,679.130246776689,0.003265688183472134,0.0021771255587058305,155.1511887963908
326,-163.0,163.0,32.0,501143.0139864138,-165.06657608975098,688.3912133646389,0.0005797396402869051,0.0003864931179765906,165.06657608975098
614,-162.0,162.0,32.0,6585.03813065584,-96.15505106803344,650.7719090977622,0.04667054833336585,0.031113700813554936,96.15505106803344
1352,-162.0,162.0,32.0,129173.43618370967,-154.15951301098517,622.9892630696615,0.0024852851295130945,0.0016568568405509198,154.15951301098517
542,-162.0,162.0,32.0,6479.557578926083,-88.7626403110039,695.1746101894671,0.044400794377414225,0.02960053047410935,88.7626403110039
1012,-161.0,161.0,32.0,70419.62055105717,-158.50574319799165,668.648304425675,0.004247550660764044,0.0028317003331247382,158.50574319799165
302,-161.0,161.0,32.0,90061.50328001972,-147.7861819328311,626.9764734386757,0.003541926617425276,0.0023612843470889777,147.7861819328311
43,-161.0,161.0,32.0,92071.15318031344,-169.4853015080126,678.6536854903735,0.0032007975141312493,0.0021338650046254775,169.4853015080126
124,-161.0,161.0,32.0,1056645.2357957913,-167.44478792886596,617.1991972158409,0.0003066729309861544,0.0002044486357784031,167.44478792886596
437,-161.0,161.0,32.0,393251.7145290605,-160.55610168122908,652.230555046464,0.000779755111858541,0.0005198367407244464,160.55610168122908
63,-161.0,161.0,32.0,83980.28560784107,-141.56163329336889,635.5706102781373,0.003747044422101004,0.002498029531344279,141.56163329336889
1279,-160.0,160.0,32.0,33332.456804717396,-130.13718018610538,622.344719058803,0.009641212652007541,0.006427475133429977,130.13718018610538
1331,-160.0,160.0,32.0,11264.096952292794,-132.96976361746312,733.249379659984,0.02421485716057161,0.016143239328555888,132.96976361746312
